NO,ê\çûîNåéì˙,ê\çûéûä‘,Åyî}ëÃÉRÅ[ÉhÅzëÂçÄñ⁄,Åyî}ëÃÉRÅ[ÉhÅzè⁄ç◊çÄñ⁄,éÛïtéûä‘ë—ãÊï™,éÛïtå`ë‘ãÊï™,êVãKéûé©ìÆå_ñÒã@ìXî‘,éÊàµìXî‘,ä«óùìXî‘,ê´ï ,îNóÓ,ê∂îNåéì˙,ÇiÇhÇrèZèäÉRÅ[Éh,ì∆ä˘ãÊï™,êVêEéÌãÊï™,ÅyêVêEéÌãÊï™ÅzëÂçÄñ⁄,ÅyêVêEéÌãÊï™Åzè⁄ç◊çÄñ⁄,åŸópå`ë‘ãÊï™,èAã∆å`ë‘ãÊï™,âÔé–ãKñÕãÊï™,çáåvîNé˚,ç›é–åéêî,èZãèãÊï™,ãèèZåéêî,â∆í¿ïâíSäz,â∆ë∞ç\ê¨ãÊï™,ï€åØêEéÌãÊï™,é˚ì¸èÿñæóLñ≥,ì∆êgì‡ñÛ,ìØãèãÊï™,ï}ó{â∆ë∞êî,ï}ó{â∆ë∞éqãüêî,èäìæèÿñæãÊï™,ñºã`ãÊï™,éñã∆å`ë‘ãÊï™,éñã∆èäóLñ≥,ë›ïtîNåéì˙,ÇPÇQÉñåééñåÃ
1004965,2016/7/22,110105,5,99,0,1,2771,2771,127,1,55,1960/8/3,14132,1,440,4,440,2,1,5,3500000,121,8,671,0,4,1,0,0,1,0,0,0,3,0,0,2016/7/22,0
1004966,2016/7/22,102205,1,99,0,101,2980,2980,127,1,25,1991/7/3,14133,1,631,6,631,2,1,7,3600000,44,9,51,1000,4,1,0,0,1,0,0,0,3,0,0,2016/7/22,0
1004969,2016/7/23,160341,1,99,1,502,0,127,127,1,25,1990/12/2,14101,1,240,2,240,2,1,6,4420000,51,4,8,96000,5,1,0,0,2,0,0,0,0,0,0,2016/7/29,1
1004970,2016/7/23,134448,4,99,1,1701,0,127,127,2,31,1985/3/9,14113,2,540,5,540,4,1,7,2500000,19,4,53,75000,1,3,0,0,1,1,0,0,0,0,0,2016/7/27,0
1004971,2016/7/25,121047,3,2,0,1701,0,127,127,1,29,1987/4/4,14212,2,108,1,108,1,1,7,6000000,9,8,129,0,2,4,0,0,1,2,1,0,3,9,0,2016/7/25,0
1004972,2016/7/25,202231,3,9,0,1701,2792,2792,127,1,58,1957/12/10,14132,2,631,6,631,2,1,6,4000000,0,4,2,60000,1,3,0,0,1,1,0,0,0,0,0,2016/7/26,1
1004974,2016/7/27,205121,4,2,0,1701,0,127,127,2,25,1991/1/26,14110,1,540,5,540,2,2,2,3000000,35,4,29,65000,5,1,0,0,2,0,0,0,0,0,0,2016/7/28,0
1004975,2016/7/30,21850,1,99,1,1801,0,4182,127,1,25,1990/9/19,14216,1,240,2,240,2,1,2,4101000,40,4,147,0,4,1,1,0,1,0,0,1,0,0,0,2016/8/10,1
1004976,2016/7/30,92727,1,99,1,101,933,933,127,1,22,1994/7/21,14105,1,1328,13,1328,2,1,4,2000000,6,4,71,0,4,1,0,0,1,0,0,0,0,0,0,2016/8/1,0
1004977,2016/7/30,155026,3,24,1,1701,0,127,127,2,32,1983/12/1,14115,2,540,5,540,4,1,3,798000,17,4,17,0,1,3,1,0,1,1,0,2,0,0,0,2016/7/30,0
1004978,2016/7/31,150155,5,99,3,1,1781,1781,127,2,28,1987/10/12,14118,2,140,1,140,5,1,2,3000000,1,4,3,0,1,1,0,0,1,1,0,0,0,0,0,2016/8/2,0
1004979,2016/7/31,181212,5,99,3,1,2841,2841,127,1,22,1994/1/21,14101,2,540,5,540,4,1,8,3000000,24,4,23,78000,2,3,0,0,1,2,1,0,0,0,0,2016/7/31,0
1004980,2016/7/31,171100,3,15,3,1701,0,4182,127,1,23,1992/12/1,14131,2,640,6,640,2,1,6,2500000,112,4,11,55000,2,1,0,0,1,3,1,0,0,0,0,2016/8/1,0
1004982,2016/8/1,133727,3,5,0,1701,2792,2792,127,1,23,1993/4/21,14132,1,540,5,540,4,1,4,750000,41,8,36,0,4,3,0,0,1,0,0,0,3,0,0,2016/8/1,0
1004983,2016/7/31,205629,3,8,3,1701,0,127,127,2,48,1967/8/19,14217,2,940,9,940,2,1,5,5567000,182,9,193,63000,1,1,1,0,1,1,0,1,3,0,0,2016/8/13,0
1004984,2016/8/1,185143,4,2,0,1801,0,127,127,2,37,1978/12/15,14118,2,525,5,525,4,1,4,1500000,22,4,3,105000,3,3,0,0,1,6,4,0,0,0,0,2016/8/2,0
1004985,2016/8/1,132443,5,99,0,101,799,799,127,1,65,1951/2/17,14101,1,740,7,740,2,1,5,3000000,10,4,84,60000,5,1,0,0,2,0,0,0,0,0,0,2016/8/2,0
1004986,2016/8/2,125948,1,99,0,502,0,127,127,1,33,1983/4/28,14101,1,340,3,340,2,1,3,5890000,124,4,8,92000,5,1,0,0,2,0,0,0,0,0,0,2016/8/5,1
1004987,2016/8/2,171833,5,99,0,1,118,118,127,1,42,1974/3/20,14212,1,640,6,640,2,1,6,4013000,39,4,244,60000,5,1,1,0,2,0,0,2,0,0,0,2016/8/2,0
1004988,2016/8/2,185551,5,99,0,1,91,91,127,1,20,1996/7/5,14206,1,240,2,240,5,2,3,4700000,10,8,241,0,4,3,0,0,1,0,0,0,3,0,0,2016/8/2,1
1004989,2016/8/2,215810,5,99,0,1,127,127,127,1,20,1996/8/2,14106,1,525,5,525,2,1,4,4000000,27,2,240,1000,4,3,0,0,1,0,0,0,2,0,0,2016/8/3,0
1004990,2016/8/3,232421,3,8,0,1701,0,127,127,1,22,1993/12/2,14101,1,540,5,540,4,1,7,3000000,5,4,88,0,4,3,0,0,1,0,0,0,0,0,0,2016/8/5,0
1004991,2016/8/2,11101,3,2,0,1701,0,127,127,2,40,1975/10/27,14117,2,540,5,540,4,1,8,1200000,196,4,96,0,2,3,0,0,1,2,0,0,0,0,0,2016/8/4,0
1004992,2016/8/4,123814,5,99,0,1,2883,2883,127,2,30,1985/9/18,14111,1,140,1,140,2,1,6,4000000,26,8,371,0,4,1,0,0,1,0,0,0,3,0,0,2016/8/4,0
1004993,2016/8/4,101748,4,2,0,1801,0,127,127,2,45,1971/4/26,14208,1,631,6,631,2,1,4,3100000,78,4,102,50000,4,3,0,0,1,0,0,0,0,0,0,2016/8/4,0
1004994,2016/7/26,154644,3,2,0,1801,0,127,127,1,35,1981/4/14,14210,1,640,6,640,2,1,7,4200000,106,4,59,60000,5,1,0,0,2,0,0,0,0,0,0,2016/8/6,0
1004996,2016/8/4,200635,1,99,0,101,2883,2883,127,1,42,1974/7/4,14108,1,740,7,740,2,1,4,3000000,11,4,3,30000,5,1,0,0,2,0,0,0,0,0,0,2016/8/12,1
1004997,2016/8/5,124020,5,99,0,1,2908,2908,127,1,60,1955/10/22,14204,1,640,6,640,3,1,4,4000000,4,4,472,61000,4,1,0,0,1,0,0,0,0,0,0,2016/8/5,0
1004998,2016/8/5,150553,1,99,0,1,1447,1447,127,1,27,1989/4/6,22215,1,1040,10,1040,2,1,1,3500000,4,4,47,0,5,1,0,0,2,0,0,0,0,0,0,2016/8/5,0
1004999,2016/8/4,205210,3,24,0,1701,0,127,127,1,23,1993/6/28,14108,1,540,5,540,4,1,7,1000000,10,4,40,60000,5,3,0,0,2,0,0,0,0,0,0,2016/8/6,0
1005000,2016/8/6,194706,3,2,1,1701,0,127,127,1,47,1968/9/20,14113,2,140,1,140,2,1,3,6080000,91,5,174,65000,3,1,0,0,1,4,2,0,0,0,0,2016/8/7,0
1005001,2016/8/8,55247,3,23,0,1801,0,127,127,2,42,1974/5/6,14136,1,540,5,540,4,1,4,1700000,18,1,30,0,4,3,0,0,0,0,0,0,0,0,0,2016/8/11,0
1005002,2016/8/7,233507,3,18,0,1701,0,127,127,2,28,1987/12/8,14214,1,640,6,640,2,2,4,1680000,6,8,158,0,4,1,0,0,1,0,0,0,3,0,0,2016/8/9,0
1005004,2016/7/24,180944,3,15,3,1801,2943,2943,127,1,25,1990/10/11,14133,1,240,2,240,2,1,7,4000000,42,8,278,0,4,1,0,0,1,0,0,0,3,0,0,2016/8/9,0
1005005,2016/8/8,211748,1,99,0,101,1665,1665,127,1,37,1979/6/24,14102,1,240,2,240,2,1,6,4000000,185,4,30,85000,5,1,0,0,2,0,0,0,0,0,0,2016/8/10,0
1005006,2016/8/10,122340,5,99,0,1,2817,2817,127,1,52,1963/10/29,14131,1,631,6,631,2,2,3,1900000,0,4,72,33000,4,1,0,0,1,0,0,0,0,0,0,2016/8/10,0
1005008,2016/8/12,114642,4,2,0,502,0,127,127,1,29,1987/7/2,14109,1,631,6,631,2,1,8,3960000,76,7,76,0,4,3,1,0,1,0,0,1,0,0,0,2016/8/13,0
1005009,2016/8/13,133553,1,99,1,502,0,127,127,1,47,1968/9/2,14207,2,640,6,640,2,1,8,5460000,275,4,98,115000,3,1,0,0,1,5,3,0,0,0,0,2016/8/13,0
1005010,2016/8/13,204809,5,99,1,1,2771,2771,127,1,24,1992/6/3,14102,1,1440,14,1440,2,1,7,4100000,64,4,1,51000,5,1,0,0,2,0,0,0,0,0,0,2016/8/13,1
1005011,2016/8/14,152440,5,99,3,1,127,127,127,1,52,1964/7/6,14106,1,630,6,630,2,1,6,3000000,3,9,53,1000,4,3,0,0,1,0,0,0,3,0,0,2016/8/16,0
1005012,2016/8/13,121741,1,99,1,1801,0,127,127,1,27,1989/1/19,14131,1,640,6,640,2,1,6,3000000,37,4,54,66000,4,1,0,0,1,0,0,0,0,0,0,2016/8/16,0
1005013,2016/8/15,161015,3,12,0,1701,0,127,127,2,24,1991/10/14,14135,1,540,5,540,2,1,3,3000000,28,4,298,0,4,1,0,0,1,0,0,0,0,0,0,2016/8/16,0
1005015,2016/8/17,122630,3,9,0,1701,0,127,127,2,23,1992/10/21,14136,1,940,9,940,4,1,3,3500000,40,4,31,0,4,3,0,0,1,0,0,0,0,0,0,2016/8/17,0
1005016,2016/8/18,121043,3,2,0,1801,0,127,127,1,20,1996/7/1,14117,1,1340,13,1340,4,1,3,1300000,2,4,123,0,4,3,0,0,1,0,0,0,0,0,0,2016/8/18,0
1005017,2016/8/18,142525,1,99,0,502,0,127,127,1,33,1983/1/21,14104,1,1140,11,1140,2,3,6,3000000,62,4,0,0,5,1,0,0,2,0,0,0,0,0,0,2016/8/21,0
1005018,2016/8/20,174558,5,99,1,1,1646,1646,127,1,67,1949/7/7,14362,2,630,6,630,2,1,6,3000000,10,4,77,0,2,1,0,0,1,2,1,0,0,0,0,2016/8/20,0
1005019,2016/8/20,135652,3,9,1,1701,3216,3216,127,1,21,1994/11/21,14135,1,540,5,540,2,1,4,2000000,40,4,41,16000,5,1,0,0,2,0,0,0,0,0,0,2016/8/21,0
1005020,2016/8/22,123213,3,2,0,1701,0,127,127,2,52,1964/4/5,14205,2,1340,13,1340,3,1,4,3500000,25,8,71,0,1,1,0,0,1,1,0,0,3,0,0,2016/8/27,0
1005021,2016/8/22,124051,4,2,0,1701,0,127,127,1,24,1991/9/17,14103,1,640,6,640,5,1,8,3000000,5,4,25,70000,4,3,0,0,1,0,0,0,0,0,0,2016/8/24,0
1005022,2016/8/23,100553,3,8,0,1701,0,127,127,1,27,1988/11/13,14135,1,1328,13,1328,2,1,7,3840000,28,4,15,75000,5,3,0,0,2,0,0,0,0,0,0,2016/8/23,1
1005023,2016/8/24,123940,1,99,0,502,0,127,127,1,26,1990/1/14,14105,2,108,1,108,3,1,7,4600000,28,4,41,88000,2,3,0,0,1,2,0,0,0,0,0,2016/8/26,1
1005024,2016/8/24,185259,5,99,0,1,1571,1571,127,1,25,1990/8/31,14107,1,105,1,105,1,1,9,1070000,17,8,196,0,4,4,0,0,1,0,0,0,3,6,0,2016/8/24,0
1005025,2016/8/25,63236,3,2,0,1801,0,127,127,2,59,1956/11/19,14113,2,640,6,640,5,1,4,1752000,42,4,158,0,2,1,0,0,1,2,0,0,0,0,0,2016/8/26,0
1005026,2016/8/26,153249,5,99,0,1,933,933,127,2,46,1970/3/27,14111,2,540,5,540,4,1,4,1000000,118,4,77,0,1,3,0,0,1,1,0,0,0,0,0,2016/8/26,0
1005027,2016/8/26,195756,5,99,0,1,3264,3264,127,2,47,1969/8/18,14105,1,540,5,540,4,1,9,2000000,54,4,315,0,4,3,0,0,1,0,0,0,0,0,0,2016/8/26,0
1005029,2016/8/27,102100,5,99,1,1,1599,1599,127,1,56,1960/5/14,14117,1,740,7,740,2,1,6,3800000,40,9,178,1000,4,1,0,0,1,0,0,0,3,0,0,2016/8/27,0
1005030,2016/8/21,210614,1,99,3,1701,0,127,127,1,20,1995/9/14,14118,1,540,5,540,4,1,4,750000,10,4,251,0,4,3,0,0,1,0,0,0,0,0,0,2016/8/27,0
1005031,2016/8/28,153255,3,15,3,1801,0,127,127,2,41,1974/12/3,14301,1,140,1,140,2,2,3,3231000,28,4,27,65000,5,1,1,0,2,0,0,1,0,0,0,2016/8/29,0
1005032,2016/8/28,203840,5,99,3,1,2771,2771,127,1,20,1996/6/12,14112,1,631,6,631,5,2,7,2400000,40,4,217,0,4,3,0,0,1,0,0,0,0,0,0,2016/8/28,1
1005033,2016/8/22,185804,3,8,0,1701,0,4182,127,1,48,1968/8/16,14207,1,525,5,525,1,1,7,8000000,151,1,137,0,5,4,0,0,2,0,0,0,1,1,0,2016/9/12,0
1005035,2016/8/29,134124,3,2,0,1701,0,127,127,2,33,1983/5/14,14204,1,1340,13,1340,2,2,4,2400000,4,8,196,0,4,1,0,0,1,0,0,0,3,0,0,2016/8/29,0
1005036,2016/8/29,210145,1,99,0,502,0,4182,127,1,58,1958/7/12,14217,2,440,4,440,2,1,3,3909000,131,1,257,0,2,1,1,0,1,2,0,2,1,0,0,2016/9/2,0
1005037,2016/8/21,121502,1,99,3,502,0,127,127,2,24,1992/7/3,14205,1,540,5,540,4,1,7,1560000,0,4,17,0,5,3,0,0,2,0,0,0,0,0,0,2016/8/30,0
1005038,2016/8/31,104932,3,9,0,1701,0,127,127,1,20,1995/9/13,14116,1,540,5,540,5,2,3,2200000,1,1,251,0,4,3,0,0,1,0,0,0,2,0,0,2016/8/31,0
1005039,2016/8/31,184230,3,24,0,1801,0,127,127,2,50,1966/6/30,14203,2,540,5,540,4,1,8,450000,41,8,145,0,3,3,0,0,1,4,2,0,3,0,0,2016/9/1,0
1005040,2016/9/1,105558,5,99,0,1,1601,1601,127,2,30,1986/1/7,14203,2,540,5,540,4,1,2,910000,2,4,128,1000,1,1,0,0,1,1,0,0,0,0,0,2016/9/1,0
1005042,2016/9/1,203208,4,99,0,1701,0,127,127,2,32,1984/5/4,14118,2,140,1,140,2,1,5,3100000,1,4,49,110000,1,1,0,0,1,1,0,0,0,0,0,2016/9/12,0
1005043,2016/9/3,194626,5,99,1,1,244,244,127,1,22,1994/4/20,14104,1,240,2,240,2,1,3,3324000,53,4,269,0,4,1,1,0,1,0,0,1,0,0,0,2016/9/3,0
1005044,2016/9/4,141801,3,18,3,502,0,127,127,1,58,1958/2/24,14218,2,640,6,640,2,1,4,3500000,11,2,208,89000,1,1,0,0,1,1,0,0,2,0,0,2016/9/5,0
1005045,2016/9/5,171305,5,99,0,1,127,127,127,1,39,1977/4/12,14112,1,617,6,617,2,1,6,2500000,103,4,71,70000,4,3,0,0,1,0,0,0,0,0,0,2016/9/5,0
1005046,2016/9/6,150531,3,2,0,1801,0,127,127,2,44,1971/12/3,14107,2,240,2,240,3,1,4,1993000,110,4,14,20000,1,1,1,0,1,1,0,1,0,0,0,2016/9/9,0
1005047,2016/9/6,201936,2,24,0,101,0,127,127,1,54,1961/11/18,14106,1,140,1,140,2,1,8,3600000,24,4,228,105000,4,1,0,0,1,1,0,0,0,0,0,2016/9/7,0
1005048,2016/9/6,115035,1,99,0,101,0,127,127,1,61,1954/10/20,14102,1,140,1,140,3,1,2,2500000,3,7,3,0,5,1,0,0,2,0,0,0,0,0,0,2016/9/12,0
1005050,2016/9/9,151958,5,99,0,1,3148,3148,127,1,20,1995/10/9,14210,1,540,5,540,4,1,7,2000000,14,8,251,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/9,0
1005051,2016/9/9,15347,1,99,0,1801,1817,1817,127,1,21,1995/5/9,14203,1,640,6,640,5,2,5,1440000,13,8,175,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/9,0
1005052,2016/9/9,154950,4,99,0,1701,0,127,127,1,23,1993/4/24,14135,1,540,5,540,4,1,2,1200000,25,8,221,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/9,0
1005053,2016/9/10,121101,5,99,1,1,3186,3186,127,2,67,1948/9/29,14205,2,540,5,540,4,1,4,960000,84,8,135,0,1,1,0,0,1,1,0,0,3,0,0,2016/9/10,0
1005054,2016/9/8,222022,1,99,0,502,799,799,127,1,23,1993/1/5,14133,1,1328,13,1328,2,1,7,3000000,58,8,188,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/11,0
1005055,2016/9/6,175101,1,99,0,101,2923,2923,127,1,64,1952/1/3,14213,2,640,6,640,4,1,4,1200000,58,9,30,90000,1,3,0,0,1,1,0,0,3,0,0,2016/12/6,0
1005057,2016/9/13,134642,4,2,0,1701,0,127,127,1,29,1986/10/21,14213,1,540,5,540,4,1,6,1000000,66,4,66,0,4,3,0,0,1,0,0,0,0,0,0,2016/9/14,0
1005058,2016/9/13,171814,1,99,0,101,271,271,127,2,21,1994/12/27,14213,1,640,6,640,4,1,5,1300000,41,8,74,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/14,1
1005059,2016/9/16,104511,1,99,0,1801,0,127,127,1,28,1988/5/3,14118,1,640,6,640,2,1,4,4250000,41,1,66,0,4,1,1,0,1,0,0,2,2,0,0,2016/9/16,0
1005060,2016/9/15,85420,4,2,0,1801,0,127,127,2,41,1975/2/11,14401,1,631,6,631,3,1,3,1050000,71,4,197,0,4,3,0,0,1,2,2,0,0,0,0,2016/9/19,0
1005061,2016/9/15,215953,3,2,0,1701,127,127,127,1,20,1996/9/11,14216,1,640,6,640,2,1,6,3000000,17,4,216,50000,4,1,0,0,1,5,2,0,0,0,0,2016/9/17,0
1005062,2016/9/12,220907,2,24,0,1801,0,127,127,1,46,1970/5/21,14133,1,640,6,640,2,2,4,2500000,52,4,78,66000,4,1,0,0,1,0,0,0,0,0,0,2016/9/18,0
1005063,2016/9/19,183154,2,24,3,502,0,127,127,1,35,1981/2/24,14102,1,1109,11,1109,2,1,5,3366000,46,4,89,85000,5,1,1,0,2,0,0,2,0,0,0,2016/9/20,0
1005064,2016/9/20,92833,5,99,0,101,381,381,127,2,40,1976/1/8,14109,1,631,6,631,4,1,8,1700000,12,4,57,65000,5,3,0,3,2,0,0,0,0,0,0,2016/9/23,0
1005065,2016/9/23,141728,1,99,0,101,653,653,127,2,61,1955/7/16,14208,1,1340,13,1340,4,1,4,1300000,74,8,456,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/23,0
1005068,2016/9/26,94622,5,99,0,1,2980,2980,127,1,57,1958/11/23,14133,1,629,6,629,3,1,6,2400000,497,8,618,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/26,0
1005069,2016/9/26,14043,3,15,0,1801,0,127,127,2,46,1970/6/30,14107,2,140,1,140,4,1,7,900000,4,8,191,0,3,3,0,0,1,5,2,0,3,0,0,2016/9/29,0
1005070,2016/9/26,181409,5,99,0,1,1781,1781,127,1,22,1994/5/10,14118,1,631,6,631,2,1,8,3600000,53,4,101,0,4,3,0,0,1,0,0,0,0,0,0,2016/9/27,0
1005071,2016/9/26,183239,4,2,0,1701,0,127,127,1,41,1975/5/11,14111,2,1328,13,1328,2,1,8,3600000,3,8,71,0,3,3,0,0,1,4,3,0,3,0,0,2016/9/27,0
1005072,2016/9/28,175758,1,99,0,101,1860,1860,127,1,60,1956/3/22,14112,2,240,2,240,2,1,5,5500000,113,1,629,0,2,1,0,0,1,2,1,0,1,0,0,2016/9/28,1
1005074,2016/9/30,92730,4,2,0,502,1599,1599,127,2,33,1983/8/9,14136,2,640,6,640,4,1,6,1000000,8,8,20,0,1,3,0,0,1,1,0,0,3,0,0,2016/9/30,1
1005076,2016/9/29,1756,3,2,0,1801,0,127,127,1,20,1996/1/19,14106,1,540,5,540,4,1,5,1200000,18,4,18,54000,5,3,0,0,2,0,0,0,0,0,0,2016/10/3,0
1005077,2016/9/28,190450,3,22,0,1701,0,4182,127,2,44,1972/2/1,14109,2,1340,13,1340,2,1,5,5000000,66,4,42,128000,2,1,0,0,1,2,1,0,0,0,0,2016/10/3,0
1005078,2016/9/29,162715,1,99,0,101,2771,2771,127,2,60,1955/11/18,14136,1,140,1,140,2,1,8,2400000,167,5,167,20000,5,1,0,0,2,0,0,0,0,0,0,2016/10/4,0
1005079,2016/10/3,94440,5,99,0,101,0,127,127,2,64,1952/9/30,14106,2,525,5,525,2,1,8,1000000,409,2,299,1000,1,3,0,0,1,1,0,0,2,0,0,2016/10/3,0
1005080,2016/10/3,145121,5,99,0,1,1475,1475,127,1,42,1974/7/31,14101,1,640,6,640,4,1,7,1000000,48,4,507,0,5,3,0,0,2,0,0,0,0,0,0,2016/10/3,0
1005081,2016/10/5,180110,5,99,0,1,2860,2860,127,1,21,1994/10/13,14211,1,630,6,630,2,1,8,3000000,88,5,149,60000,4,3,0,0,1,0,0,0,0,0,0,2016/10/5,0
1005082,2016/10/6,144415,1,99,0,1,653,653,127,1,21,1995/5/1,14205,1,540,5,540,4,1,2,1300000,8,8,257,0,4,3,0,0,1,0,0,0,3,0,0,2016/10/6,0
1005083,2016/10/6,181259,3,8,0,1701,0,127,127,2,20,1996/8/15,14201,1,540,5,540,2,1,4,2180000,28,1,184,0,4,1,0,0,1,0,0,0,2,0,0,2016/10/7,0
1005084,2016/10/4,175536,4,2,0,1801,0,127,127,1,40,1976/9/30,14201,2,631,6,631,2,1,8,2160000,40,4,118,56000,2,3,0,0,1,3,1,0,0,0,0,2016/10/7,0
1005085,2016/10/6,165755,3,24,0,502,0,127,127,1,49,1966/12/6,14118,2,240,2,240,2,1,2,6000000,10,1,246,0,2,1,0,0,1,3,1,0,1,0,0,2016/10/11,0
1005086,2016/10/7,212317,3,26,0,502,0,4226,127,1,64,1953/2/3,14207,1,1109,11,1109,1,1,9,4500000,387,4,93,60000,5,4,0,0,2,0,0,0,0,9,0,2017/7/31,0
1005087,2016/10/10,170044,5,99,3,1,2923,2923,127,1,51,1965/7/10,14213,1,740,7,740,3,1,5,3800000,76,4,16,55000,5,1,0,0,2,0,0,0,0,0,0,2016/10/10,0
1005088,2016/10/13,93740,3,24,0,502,0,127,127,1,38,1978/4/5,14205,2,140,1,140,2,1,7,4800000,36,1,462,0,2,1,1,0,1,2,1,1,2,0,0,2016/10/13,0
1005089,2016/10/14,10100,1,99,0,502,0,127,127,1,44,1972/1/24,14205,1,440,4,440,2,1,4,3680000,57,4,537,60000,4,1,1,0,1,0,0,1,0,0,0,2016/10/14,0
1005090,2016/10/13,222411,2,2,0,502,0,127,127,2,57,1959/8/27,14111,2,140,1,140,4,1,4,1030000,26,5,384,79000,1,3,0,0,1,1,0,0,0,0,0,2016/10/14,0
1005091,2016/10/16,150038,4,99,3,1801,0,127,127,2,22,1994/7/18,14216,1,640,6,640,4,1,3,2000000,30,8,53,0,4,1,0,0,1,0,0,0,3,0,0,2016/10/16,0
1005092,2016/10/17,114541,3,2,0,1801,0,127,127,1,20,1996/8/23,14215,1,540,5,540,4,1,4,1000000,3,8,205,0,4,1,0,0,1,0,0,0,3,0,0,2016/10/17,0
1005093,2016/10/22,105240,3,8,1,1801,0,127,127,2,20,1996/4/17,14131,1,1340,13,1340,4,1,6,3000000,1,8,246,0,4,3,0,0,1,0,0,0,3,0,0,2016/10/22,0
1005094,2016/10/24,121952,3,8,0,1801,0,127,127,1,23,1993/4/6,14118,1,640,6,640,4,1,6,2200000,8,8,282,0,4,3,0,0,1,5,3,0,3,0,0,2016/10/25,0
1005096,2016/10/27,174057,3,15,0,1801,3256,3256,127,1,29,1987/9/7,14104,1,631,6,631,2,1,8,2500000,142,4,117,55000,5,3,0,0,2,0,0,0,0,0,0,2016/10/27,0
1005097,2016/10/30,170142,5,99,3,1,2883,2883,127,2,63,1953/4/29,14111,1,640,6,640,4,2,5,1100000,28,4,23,30000,5,3,0,0,2,0,0,0,0,0,0,2016/10/30,0
1005100,2016/11/2,81733,3,15,0,1801,0,127,127,2,44,1971/11/18,14213,2,640,6,640,4,1,7,1300000,89,8,128,0,2,3,0,0,1,3,1,0,3,0,0,2016/11/2,0
1005101,2016/11/2,121704,3,9,0,1701,0,127,127,2,39,1977/4/7,14201,2,1340,13,1340,2,1,2,2400000,1,4,7,69000,1,1,0,0,1,1,0,0,0,0,0,2016/11/4,0
1005103,2016/11/3,180554,3,9,3,1801,0,127,127,2,55,1961/7/26,14115,2,1340,13,1340,4,1,7,1000000,115,8,171,0,2,3,0,0,1,3,2,0,3,0,0,2016/11/7,0
1005104,2016/11/7,142524,2,24,0,502,0,127,127,1,68,1948/3/27,14106,2,140,1,140,3,1,4,3800000,133,2,276,30000,2,1,0,0,1,2,0,0,1,0,0,2016/11/15,0
1005106,2016/11/9,164042,1,99,0,1701,0,4182,127,1,22,1994/7/22,14135,1,540,5,540,4,1,3,1300000,27,1,53,0,4,3,0,0,1,0,0,0,2,0,0,2016/12/2,0
1005107,2016/11/10,13058,1,99,0,1801,0,127,127,1,34,1982/3/22,14211,2,740,7,740,2,1,4,4100000,28,2,86,78000,3,1,0,0,1,5,3,0,1,0,0,2016/11/10,0
1005109,2016/11/7,182405,3,15,0,1801,0,127,127,1,43,1973/8/5,14131,1,640,6,640,5,1,8,4000000,61,4,73,35000,5,3,0,0,2,1,0,0,0,0,0,2016/11/12,0
1005110,2016/11/16,190109,3,9,0,1701,0,127,127,2,23,1993/6/10,14110,1,140,1,140,2,1,7,2500000,8,8,123,0,4,1,0,0,1,0,0,0,3,0,0,2016/11/17,0
1005111,2016/11/16,141621,1,99,0,1801,0,127,127,1,40,1976/8/18,14132,2,1340,13,1340,2,1,3,6500000,139,2,71,97000,3,1,0,0,1,4,2,0,1,0,0,2016/11/17,1
1005113,2016/11/15,134137,2,24,0,502,0,127,127,1,54,1961/11/26,14133,2,640,6,640,2,1,3,8000000,403,4,295,90000,2,1,0,0,1,2,0,0,0,0,0,2016/11/18,0
1005114,2016/11/19,102759,5,99,1,1,3186,3186,127,1,68,1948/1/2,14218,2,631,6,631,1,1,9,2800000,535,1,466,0,1,4,0,0,1,1,0,0,1,9,0,2016/11/21,0
1005115,2016/11/19,212509,5,99,1,1,1665,1665,127,1,20,1996/1/8,14109,1,540,5,540,4,1,5,1500000,14,8,212,0,4,3,0,0,1,0,0,0,3,0,0,2016/11/21,0
1005116,2016/11/21,95608,5,99,0,1,91,91,127,2,62,1953/12/22,14206,1,640,6,640,4,1,2,2421000,66,4,498,0,4,3,0,0,1,0,0,0,0,0,0,2016/11/21,0
1005117,2016/11/20,173141,1,99,3,502,1860,1860,127,2,22,1994/3/19,14112,1,840,8,840,4,1,3,1000000,8,8,140,0,4,3,0,0,1,1,0,0,3,0,0,2016/11/23,0
1005118,2016/11/22,145053,1,99,0,101,381,381,127,1,26,1990/6/26,14109,1,1328,13,1328,2,1,7,3000000,12,4,102,1000,4,3,0,0,1,0,0,0,0,0,0,2016/11/22,0
1005119,2016/11/25,173355,5,99,0,1,127,127,127,1,40,1976/4/16,14132,2,1540,15,1540,2,1,6,4000000,153,4,92,100000,2,1,0,0,1,3,2,0,0,0,0,2016/11/26,0
1005121,2016/11/23,174617,1,99,3,1801,0,4182,127,1,20,1996/2/7,14203,1,240,2,240,2,1,2,2400000,8,8,188,0,4,1,0,0,1,0,0,0,3,0,0,2016/12/3,0
